Day,Month,DayNumber,Year,StartTime,Visitor,VisitorPoints,Home,HomePoints,AttendeeNumber
Tue,Oct,17,2017,8:01p,BOS,99,CLE,102,20562
Tue,Oct,17,2017,10:30p,HOU,122,GSW,121,19596
Wed,Oct,18,2017,7:30p,MIL,108,BOS,100,18624
Wed,Oct,18,2017,8:30p,ATL,117,DAL,111,19709
Wed,Oct,18,2017,7:00p,CHA,90,DET,102,20491
Wed,Oct,18,2017,7:00p,BKN,131,IND,140,15008
Wed,Oct,18,2017,8:00p,NOP,91,MEM,103,17794
Wed,Oct,18,2017,7:00p,MIA,109,ORL,116,18846
Wed,Oct,18,2017,10:00p,POR,124,PHX,76,18055
Wed,Oct,18,2017,10:00p,HOU,105,SAC,100,17583
Wed,Oct,18,2017,9:30p,MIN,99,SAS,107,18418
Wed,Oct,18,2017,9:00p,DEN,96,UTA,106,17588
Wed,Oct,18,2017,7:00p,PHI,115,WAS,120,20356
Thu,Oct,19,2017,10:30p,LAC,108,LAL,92,18997
Thu,Oct,19,2017,8:00p,NYK,84,OKC,105,18203
Thu,Oct,19,2017,7:30p,CHI,100,TOR,117,19800
Fri,Oct,20,2017,7:30p,ORL,121,BKN,126,16144
Fri,Oct,20,2017,7:00p,ATL,91,CHA,109,18417
Fri,Oct,20,2017,8:30p,SAC,93,DAL,88,19273
Fri,Oct,20,2017,7:00p,POR,114,IND,96,15325
Fri,Oct,20,2017,7:00p,CLE,116,MIL,97,18717
Fri,Oct,20,2017,8:00p,UTA,97,MIN,100,18978
Fri,Oct,20,2017,9:30p,GSW,128,NOP,120,18171
Fri,Oct,20,2017,7:00p,BOS,102,PHI,92,20816
Fri,Oct,20,2017,10:00p,LAL,132,PHX,130,18055
Fri,Oct,20,2017,7:00p,DET,111,WAS,115,16337
Sat,Oct,21,2017,8:00p,SAS,87,CHI,77,21640
Sat,Oct,21,2017,8:00p,ORL,114,CLE,93,20562
Sat,Oct,21,2017,9:00p,SAC,79,DEN,96,19520
Sat,Oct,21,2017,8:00p,DAL,91,HOU,107,18055
Sat,Oct,21,2017,10:30p,PHX,88,LAC,130,19068
Sat,Oct,21,2017,8:00p,GSW,101,MEM,111,17794
Sat,Oct,21,2017,8:00p,IND,108,MIA,112,19600
Sat,Oct,21,2017,8:30p,POR,110,MIL,113,16211
Sat,Oct,21,2017,8:00p,DET,111,NYK,107,19812
Sat,Oct,21,2017,7:30p,PHI,94,TOR,128,19800
Sat,Oct,21,2017,9:00p,OKC,87,UTA,96,18300
Sun,Oct,22,2017,3:30p,ATL,104,BKN,116,13917
Sun,Oct,22,2017,9:30p,NOP,119,LAL,112,18997
Sun,Oct,22,2017,7:00p,MIN,115,OKC,113,18203
Mon,Oct,23,2017,8:30p,GSW,133,DAL,103,19875
Mon,Oct,23,2017,9:00p,WAS,109,DEN,104,14294
Mon,Oct,23,2017,7:00p,PHI,97,DET,86,13709
Mon,Oct,23,2017,8:00p,MEM,98,HOU,90,17129
Mon,Oct,23,2017,7:30p,ATL,93,MIA,104,19600
Mon,Oct,23,2017,8:00p,CHA,94,MIL,103,12887
Mon,Oct,23,2017,10:00p,SAC,115,PHX,117,14903
Mon,Oct,23,2017,8:30p,TOR,97,SAS,101,18418
Tue,Oct,24,2017,7:30p,NYK,89,BOS,110,18624
Tue,Oct,24,2017,7:00p,CHI,112,CLE,119,20562
Tue,Oct,24,2017,10:30p,UTA,84,LAC,102,16607
Tue,Oct,24,2017,8:00p,IND,130,MIN,107,14353
Tue,Oct,24,2017,7:00p,BKN,121,ORL,125,16015
Tue,Oct,24,2017,10:00p,NOP,93,POR,103,19446
Wed,Oct,25,2017,7:30p,CLE,107,BKN,112,17732
Wed,Oct,25,2017,7:00p,DEN,93,CHA,110,14253
Wed,Oct,25,2017,8:30p,MEM,94,DAL,103,19674
Wed,Oct,25,2017,7:00p,MIN,101,DET,122,13790
Wed,Oct,25,2017,10:30p,TOR,112,GSW,117,19596
Wed,Oct,25,2017,10:30p,WAS,99,LAL,102,18996
Wed,Oct,25,2017,8:00p,SAS,117,MIA,100,19600
Wed,Oct,25,2017,8:00p,IND,96,OKC,114,18203
Wed,Oct,25,2017,7:00p,HOU,105,PHI,104,20682
Wed,Oct,25,2017,10:00p,UTA,88,PHX,97,16022
Thu,Oct,26,2017,8:00p,ATL,86,CHI,91,21104
Thu,Oct,26,2017,8:00p,DAL,91,MEM,96,15839
Thu,Oct,26,2017,8:00p,BOS,96,MIL,89,11046
Thu,Oct,26,2017,10:00p,LAC,104,POR,103,18694
Thu,Oct,26,2017,10:30p,NOP,114,SAC,106,17583
Fri,Oct,27,2017,7:30p,DEN,105,ATL,100,16220
Fri,Oct,27,2017,7:00p,HOU,109,CHA,93,17339
Fri,Oct,27,2017,10:30p,WAS,117,GSW,120,19596
Fri,Oct,27,2017,10:30p,TOR,101,LAL,92,17876
Fri,Oct,27,2017,8:00p,OKC,116,MIN,119,17620
Fri,Oct,27,2017,7:30p,BKN,86,NYK,107,19812
Fri,Oct,27,2017,7:00p,SAS,87,ORL,114,17337
Sat,Oct,28,2017,8:00p,OKC,101,CHI,69,21706
Sat,Oct,28,2017,8:30p,PHI,112,DAL,110,19567
Sat,Oct,28,2017,10:30p,DET,95,LAC,87,17247
Sat,Oct,28,2017,8:00p,HOU,89,MEM,103,17033
Sat,Oct,28,2017,8:00p,BOS,96,MIA,90,19600
Sat,Oct,28,2017,7:00p,CLE,101,NOP,123,18539
Sat,Oct,28,2017,10:00p,PHX,107,POR,114,19343
Sat,Oct,28,2017,9:00p,LAL,81,UTA,96,18306
Sun,Oct,29,2017,3:30p,MIL,117,ATL,106,14014
Sun,Oct,29,2017,6:00p,DEN,124,BKN,111,14854
Sun,Oct,29,2017,6:00p,ORL,113,CHA,120,15531
Sun,Oct,29,2017,7:00p,NYK,114,CLE,95,20562
Sun,Oct,29,2017,8:30p,DET,115,GSW,107,19596
Sun,Oct,29,2017,4:30p,SAS,94,IND,97,15013
Sun,Oct,29,2017,6:00p,WAS,110,SAC,83,17583
Mon,Oct,30,2017,7:30p,SAS,94,BOS,108,18624
Mon,Oct,30,2017,8:00p,PHI,115,HOU,107,16714
Mon,Oct,30,2017,10:30p,GSW,141,LAC,113,19068
Mon,Oct,30,2017,8:00p,CHA,104,MEM,99,15771
Mon,Oct,30,2017,7:30p,MIN,125,MIA,122,19600
Mon,Oct,30,2017,8:00p,ORL,115,NOP,99,14004
Mon,Oct,30,2017,7:30p,DEN,110,NYK,116,19812
Mon,Oct,30,2017,10:00p,TOR,99,POR,85,18505
Mon,Oct,30,2017,9:00p,DAL,89,UTA,104,16221
Tue,Oct,31,2017,7:30p,PHX,122,BKN,114,12936
Tue,Oct,31,2017,7:00p,SAC,83,IND,101,12245
Tue,Oct,31,2017,10:30p,DET,93,LAL,113,17569
Tue,Oct,31,2017,8:00p,OKC,110,MIL,91,16713
Wed,Nov,1,2017,7:30p,SAC,86,BOS,113,18624
Wed,Nov,1,2017,7:00p,MIL,121,CHA,126,15655
Wed,Nov,1,2017,7:00p,IND,124,CLE,107,20562
Wed,Nov,1,2017,9:00p,TOR,111,DEN,129,14072
Wed,Nov,1,2017,10:30p,DAL,98,LAC,119,13487
Wed,Nov,1,2017,8:00p,ORL,101,MEM,99,15434
Wed,Nov,1,2017,7:30p,CHI,91,MIA,97,19600
Wed,Nov,1,2017,8:00p,MIN,104,NOP,98,14788
Wed,Nov,1,2017,8:00p,HOU,119,NYK,97,18320
Wed,Nov,1,2017,7:00p,ATL,109,PHI,119,20549
Wed,Nov,1,2017,9:00p,POR,103,UTA,112,16685
Wed,Nov,1,2017,7:00p,PHX,122,WAS,116,14790
Thu,Nov,2,2017,10:30p,LAL,110,POR,113,19469
Thu,Nov,2,2017,8:00p,GSW,112,SAS,92,18418
Fri,Nov,3,2017,7:30p,HOU,119,ATL,104,14087
Fri,Nov,3,2017,8:30p,NOP,99,DAL,94,19894
Fri,Nov,3,2017,9:00p,MIA,94,DEN,95,15317
Fri,Nov,3,2017,7:00p,MIL,96,DET,105,17207
Fri,Nov,3,2017,10:30p,BKN,112,LAL,124,18997
Fri,Nov,3,2017,7:30p,PHX,107,NYK,120,19404
Fri,Nov,3,2017,9:30p,BOS,101,OKC,94,18203
Fri,Nov,3,2017,7:00p,CHI,105,ORL,83,19171
Fri,Nov,3,2017,7:00p,IND,110,PHI,121,20668
Fri,Nov,3,2017,8:30p,CHA,101,SAS,108,18418
Fri,Nov,3,2017,9:00p,TOR,109,UTA,100,16258
Fri,Nov,3,2017,7:00p,CLE,130,WAS,122,20356
Sat,Nov,4,2017,8:00p,NOP,96,CHI,90,21254
Sat,Nov,4,2017,9:00p,GSW,127,DEN,108,19711
Sat,Nov,4,2017,7:00p,SAC,99,DET,108,17683
Sat,Nov,4,2017,3:30p,MEM,113,LAC,104,14777
Sat,Nov,4,2017,8:00p,DAL,99,MIN,112,16837
Sun,Nov,5,2017,3:00p,ATL,117,CLE,115,20562
Sun,Nov,5,2017,7:00p,UTA,110,HOU,137,16914
Sun,Nov,5,2017,3:30p,MIA,104,LAC,101,15676
Sun,Nov,5,2017,9:30p,MEM,102,LAL,107,18997
Sun,Nov,5,2017,8:00p,CHA,94,MIN,112,14124
Sun,Nov,5,2017,7:30p,IND,101,NYK,108,17889
Sun,Nov,5,2017,6:00p,BOS,104,ORL,88,17731
Sun,Nov,5,2017,9:00p,OKC,99,POR,103,19393
Sun,Nov,5,2017,7:00p,PHX,95,SAS,112,18038
Sun,Nov,5,2017,6:00p,WAS,107,TOR,96,19800
Mon,Nov,6,2017,7:30p,BOS,110,ATL,107,13215
Mon,Nov,6,2017,10:30p,MIA,80,GSW,97,19596
Mon,Nov,6,2017,9:00p,BKN,98,PHX,92,15905
Tue,Nov,7,2017,7:00p,MIL,119,CLE,124,20562
Tue,Nov,7,2017,9:00p,BKN,104,DEN,112,14058
Tue,Nov,7,2017,7:00p,NOP,117,IND,112,15014
Tue,Nov,7,2017,7:30p,CHA,113,NYK,118,18704
Tue,Nov,7,2017,10:00p,MEM,98,POR,97,18692
Tue,Nov,7,2017,10:00p,OKC,86,SAC,94,17583
Tue,Nov,7,2017,8:30p,LAC,107,SAS,120,18418
Tue,Nov,7,2017,7:30p,CHI,114,TOR,119,19800
Tue,Nov,7,2017,9:00p,PHI,104,UTA,97,16063
Tue,Nov,7,2017,7:00p,DAL,113,WAS,99,14505
Wed,Nov,8,2017,8:00p,LAL,96,BOS,107,18624
Wed,Nov,8,2017,7:00p,IND,97,DET,114,14407
Wed,Nov,8,2017,10:30p,MIN,101,GSW,125,19596
Wed,Nov,8,2017,7:00p,NYK,99,ORL,112,18803
Wed,Nov,8,2017,9:00p,MIA,126,PHX,115,16500
Thu,Nov,9,2017,10:30p,OKC,94,DEN,102,19520
Thu,Nov,9,2017,8:00p,CLE,113,HOU,117,18055
Thu,Nov,9,2017,10:00p,PHI,108,SAC,109,17583
Thu,Nov,9,2017,7:30p,NOP,118,TOR,122,19800
Thu,Nov,9,2017,7:00p,LAL,95,WAS,111,20356
Fri,Nov,10,2017,7:30p,CHA,87,BOS,90,18624
Fri,Nov,10,2017,8:00p,IND,105,CHI,87,22416
Fri,Nov,10,2017,7:00p,ATL,104,DET,111,16687
Fri,Nov,10,2017,9:00p,LAC,111,OKC,120,18203
Fri,Nov,10,2017,9:00p,ORL,128,PHX,112,16507
Fri,Nov,10,2017,10:00p,BKN,101,POR,97,19393
Fri,Nov,10,2017,9:00p,MIL,94,SAS,87,18418
Fri,Nov,10,2017,9:00p,MIA,84,UTA,74,18306
Sat,Nov,11,2017,8:30p,CLE,111,DAL,104,20378
Sat,Nov,11,2017,9:00p,ORL,107,DEN,125,16688
Sat,Nov,11,2017,8:30p,PHI,114,GSW,135,19596
Sat,Nov,11,2017,8:00p,MEM,96,HOU,111,18055
Sat,Nov,11,2017,8:30p,LAL,90,MIL,98,18717
Sat,Nov,11,2017,7:00p,LAC,103,NOP,111,17624
Sat,Nov,11,2017,8:00p,SAC,91,NYK,118,19812
Sat,Nov,11,2017,9:00p,MIN,110,PHX,118,16910
Sat,Nov,11,2017,8:30p,CHI,94,SAS,133,18418
Sat,Nov,11,2017,9:00p,BKN,106,UTA,114,17413
Sat,Nov,11,2017,7:00p,ATL,94,WAS,113,17260
Sun,Nov,12,2017,3:30p,TOR,94,BOS,95,18624
Sun,Nov,12,2017,4:00p,MIA,103,DET,112,16236
Sun,Nov,12,2017,6:00p,HOU,118,IND,95,15581
Sun,Nov,12,2017,7:00p,DAL,99,OKC,112,18203
Mon,Nov,13,2017,10:30p,ORL,100,GSW,110,19596
Mon,Nov,13,2017,10:30p,PHI,109,LAC,105,19068
Mon,Nov,13,2017,8:00p,MEM,103,MIL,110,13244
Mon,Nov,13,2017,8:00p,ATL,105,NOP,106,14631
Mon,Nov,13,2017,7:30p,CLE,104,NYK,101,19812
Mon,Nov,13,2017,9:00p,LAL,100,PHX,93,17533
Mon,Nov,13,2017,10:00p,DEN,82,POR,99,18895
Mon,Nov,13,2017,9:00p,MIN,109,UTA,98,17236
Mon,Nov,13,2017,7:00p,SAC,92,WAS,110,14660
Tue,Nov,14,2017,7:30p,BOS,109,BKN,102,17732
Tue,Nov,14,2017,8:30p,SAS,97,DAL,91,19535
Tue,Nov,14,2017,8:00p,TOR,129,HOU,113,18055
Wed,Nov,15,2017,7:30p,SAC,80,ATL,126,13860
Wed,Nov,15,2017,8:00p,CLE,115,CHA,107,19427
Wed,Nov,15,2017,10:30p,PHI,115,LAL,109,18997
Wed,Nov,15,2017,8:00p,IND,116,MEM,113,16033
Wed,Nov,15,2017,7:30p,WAS,102,MIA,93,19600
Wed,Nov,15,2017,8:00p,DET,95,MIL,99,14594
Wed,Nov,15,2017,8:00p,SAS,86,MIN,98,18978
Wed,Nov,15,2017,8:00p,TOR,125,NOP,116,15654
Wed,Nov,15,2017,7:30p,UTA,101,NYK,106,18695
Wed,Nov,15,2017,8:00p,CHI,79,OKC,92,18203
Wed,Nov,15,2017,10:00p,ORL,94,POR,99,19206
Thu,Nov,16,2017,8:00p,GSW,88,BOS,92,18624
Thu,Nov,16,2017,10:30p,HOU,142,PHX,116,16875
Fri,Nov,17,2017,7:30p,UTA,107,BKN,118,14495
Fri,Nov,17,2017,8:00p,CHA,120,CHI,123,20493
Fri,Nov,17,2017,7:30p,LAC,113,CLE,118,20562
Fri,Nov,17,2017,8:30p,MIN,111,DAL,87,19459
Fri,Nov,17,2017,10:30p,NOP,114,DEN,146,16816
Fri,Nov,17,2017,7:00p,DET,100,IND,107,17188
Fri,Nov,17,2017,10:30p,PHX,122,LAL,113,18997
Fri,Nov,17,2017,10:00p,POR,82,SAC,86,17583
Fri,Nov,17,2017,8:00p,OKC,101,SAS,104,18418
Fri,Nov,17,2017,7:30p,NYK,84,TOR,107,19800
Fri,Nov,17,2017,7:00p,MIA,91,WAS,88,17551
Sat,Nov,18,2017,7:30p,BOS,110,ATL,99,16381
Sat,Nov,18,2017,7:00p,LAC,87,CHA,102,17640
Sat,Nov,18,2017,9:00p,MIL,79,DAL,111,19949
Sat,Nov,18,2017,8:00p,HOU,105,MEM,83,17266
Sat,Nov,18,2017,7:00p,UTA,125,ORL,85,19157
Sat,Nov,18,2017,7:30p,GSW,124,PHI,116,20848
Sat,Nov,18,2017,10:00p,SAC,90,POR,102,19522
Sun,Nov,19,2017,6:00p,GSW,118,BKN,111,17732
Sun,Nov,19,2017,9:30p,DEN,109,LAL,127,18997
Sun,Nov,19,2017,5:00p,IND,120,MIA,95,19600
Sun,Nov,19,2017,7:00p,DET,100,MIN,97,16069
Sun,Nov,19,2017,8:00p,CHI,105,PHX,113,16264
Sun,Nov,19,2017,3:30p,WAS,91,TOR,100,19800
Mon,Nov,20,2017,7:00p,MIN,102,CHA,118,15978
Mon,Nov,20,2017,8:30p,BOS,110,DAL,102,20302
Mon,Nov,20,2017,7:00p,CLE,116,DET,88,20491
Mon,Nov,20,2017,8:00p,POR,100,MEM,92,15785
Mon,Nov,20,2017,8:00p,WAS,99,MIL,88,16122
Mon,Nov,20,2017,8:00p,OKC,107,NOP,114,16765
Mon,Nov,20,2017,7:30p,LAC,85,NYK,107,18848
Mon,Nov,20,2017,7:00p,IND,105,ORL,97,17239
Mon,Nov,20,2017,7:00p,UTA,86,PHI,107,20587
Mon,Nov,20,2017,10:00p,DEN,114,SAC,98,17583
Mon,Nov,20,2017,8:30p,ATL,85,SAS,96,18418
Tue,Nov,21,2017,10:30p,CHI,94,LAL,103,18997
Wed,Nov,22,2017,7:30p,LAC,116,ATL,103,12675
Wed,Nov,22,2017,7:00p,WAS,124,CHA,129,16041
Wed,Nov,22,2017,7:00p,BKN,109,CLE,119,20562
Wed,Nov,22,2017,8:00p,DEN,95,HOU,125,18055
Wed,Nov,22,2017,8:00p,DAL,95,MEM,94,16101
Wed,Nov,22,2017,7:30p,BOS,98,MIA,104,19704
Wed,Nov,22,2017,8:00p,ORL,118,MIN,124,16402
Wed,Nov,22,2017,8:00p,SAS,90,NOP,107,17539
Wed,Nov,22,2017,7:30p,TOR,100,NYK,108,19812
Wed,Nov,22,2017,8:00p,GSW,91,OKC,108,18203
Wed,Nov,22,2017,7:00p,POR,81,PHI,101,20605
Wed,Nov,22,2017,9:00p,MIL,113,PHX,107,16270
Wed,Nov,22,2017,10:30p,LAL,102,SAC,113,17583
Wed,Nov,22,2017,9:00p,CHI,80,UTA,110,17434
Fri,Nov,24,2017,7:30p,NYK,104,ATL,116,14355
Fri,Nov,24,2017,7:30p,ORL,103,BOS,118,18624
Fri,Nov,24,2017,12:00p,POR,127,BKN,125,15246
Fri,Nov,24,2017,8:00p,CHA,99,CLE,100,20562
Fri,Nov,24,2017,9:00p,MEM,92,DEN,104,16736
Fri,Nov,24,2017,10:30p,CHI,94,GSW,143,19596
Fri,Nov,24,2017,8:00p,TOR,104,IND,107,16523
Fri,Nov,24,2017,8:00p,MIA,109,MIN,97,18978
Fri,Nov,24,2017,8:00p,DET,99,OKC,98,18203
Fri,Nov,24,2017,9:00p,NOP,115,PHX,91,16574
Sat,Nov,25,2017,7:30p,TOR,112,ATL,78,12278
Sat,Nov,25,2017,7:00p,SAS,106,CHA,86,18597
Sat,Nov,25,2017,8:30p,OKC,81,DAL,97,20340
Sat,Nov,25,2017,8:30p,NOP,95,GSW,110,19596
Sat,Nov,25,2017,8:00p,NYK,102,HOU,117,18055
Sat,Nov,25,2017,8:00p,BOS,108,IND,98,16303
Sat,Nov,25,2017,7:00p,ORL,111,PHI,130,20585
Sat,Nov,25,2017,10:00p,LAC,97,SAC,95,17583
Sat,Nov,25,2017,9:00p,MIL,108,UTA,121,17298
Sat,Nov,25,2017,7:00p,POR,108,WAS,105,18092
Sun,Nov,26,2017,3:30p,MIA,100,CHI,93,20928
Sun,Nov,26,2017,6:00p,BKN,98,MEM,88,14889
Sun,Nov,26,2017,3:30p,PHX,108,MIN,119,16448
Mon,Nov,27,2017,7:30p,DET,118,BOS,108,18624
Mon,Nov,27,2017,10:30p,SAC,110,GSW,106,19596
Mon,Nov,27,2017,8:00p,BKN,103,HOU,117,16189
Mon,Nov,27,2017,7:00p,ORL,109,IND,121,12501
Mon,Nov,27,2017,10:30p,LAL,115,LAC,120,18086
Mon,Nov,27,2017,7:30p,POR,103,NYK,91,18409
Mon,Nov,27,2017,7:00p,CLE,113,PHI,91,20527
Mon,Nov,27,2017,8:30p,DAL,108,SAS,115,17918
Tue,Nov,28,2017,8:00p,PHX,104,CHI,99,18324
Tue,Nov,28,2017,7:00p,MIA,97,CLE,108,20562
Tue,Nov,28,2017,8:00p,WAS,92,MIN,89,13442
Tue,Nov,28,2017,10:00p,MIL,112,SAC,87,17583
Tue,Nov,28,2017,10:00p,DEN,77,UTA,106,16790
Wed,Nov,29,2017,8:30p,BKN,109,DAL,104,19327
Wed,Nov,29,2017,7:00p,PHX,107,DET,131,18096
Wed,Nov,29,2017,8:00p,IND,97,HOU,118,16760
Wed,Nov,29,2017,10:30p,GSW,127,LAL,123,18997
Wed,Nov,29,2017,8:00p,MIN,120,NOP,102,15555
Wed,Nov,29,2017,7:30p,MIA,86,NYK,115,17693
Wed,Nov,29,2017,7:00p,OKC,108,ORL,121,17797
Wed,Nov,29,2017,7:00p,WAS,113,PHI,118,20492
Wed,Nov,29,2017,8:30p,MEM,95,SAS,104,18013
Wed,Nov,29,2017,7:30p,CHA,113,TOR,126,19800
Thu,Nov,30,2017,7:30p,CLE,121,ATL,114,16379
Thu,Nov,30,2017,7:30p,PHI,97,BOS,108,18624
Thu,Nov,30,2017,9:00p,CHI,110,DEN,111,15156
Thu,Nov,30,2017,10:30p,UTA,126,LAC,107,15139
Thu,Nov,30,2017,10:00p,MIL,103,POR,91,19459
Fri,Dec,1,2017,8:00p,SAC,107,CHI,106,19268
Fri,Dec,1,2017,8:00p,SAS,95,MEM,79,16413
Fri,Dec,1,2017,8:00p,CHA,100,MIA,105,19600
Fri,Dec,1,2017,8:00p,MIN,107,OKC,111,18203
Fri,Dec,1,2017,7:00p,GSW,133,ORL,112,18846
Fri,Dec,1,2017,7:30p,IND,115,TOR,120,19800
Fri,Dec,1,2017,9:00p,NOP,108,UTA,114,17725
Fri,Dec,1,2017,7:00p,DET,91,WAS,109,17885
Sat,Dec,2,2017,1:00p,PHX,111,BOS,116,18624
Sat,Dec,2,2017,3:00p,ATL,114,BKN,102,13949
Sat,Dec,2,2017,7:30p,MEM,111,CLE,116,20562
Sat,Dec,2,2017,2:00p,LAC,82,DAL,108,19245
Sat,Dec,2,2017,9:00p,LAL,100,DEN,115,19520
Sat,Dec,2,2017,8:30p,SAC,104,MIL,109,15581
Sat,Dec,2,2017,7:30p,DET,103,PHI,108,20562
Sat,Dec,2,2017,10:00p,NOP,123,POR,116,18730
Sun,Dec,3,2017,9:30p,HOU,118,LAL,95,18997
Sun,Dec,3,2017,7:00p,GSW,123,MIA,95,19600
Sun,Dec,3,2017,7:00p,LAC,106,MIN,112,13172
Sun,Dec,3,2017,3:30p,ORL,105,NYK,100,19082
Sun,Dec,3,2017,7:00p,SAS,87,OKC,90,18203
Mon,Dec,4,2017,7:30p,BKN,110,ATL,90,12056
Mon,Dec,4,2017,7:30p,MIL,100,BOS,111,18624
Mon,Dec,4,2017,8:00p,CLE,113,CHI,91,21323
Mon,Dec,4,2017,7:00p,ORL,94,CHA,104,14419
Mon,Dec,4,2017,8:30p,DEN,105,DAL,122,19419
Mon,Dec,4,2017,7:00p,NYK,97,IND,115,12018
Mon,Dec,4,2017,8:00p,MIN,92,MEM,95,14012
Mon,Dec,4,2017,8:00p,GSW,125,NOP,115,17004
Mon,Dec,4,2017,7:00p,PHX,115,PHI,101,20564
Mon,Dec,4,2017,8:30p,DET,93,SAS,96,18288
Mon,Dec,4,2017,9:00p,WAS,69,UTA,116,17227
Tue,Dec,5,2017,8:00p,UTA,94,OKC,100,18203
Tue,Dec,5,2017,10:00p,WAS,106,POR,92,19241
Tue,Dec,5,2017,7:30p,PHX,113,TOR,126,19800
Wed,Dec,6,2017,7:30p,DAL,90,BOS,97,18624
Wed,Dec,6,2017,8:00p,GSW,101,CHA,87,19334
Wed,Dec,6,2017,7:00p,SAC,95,CLE,101,20562
Wed,Dec,6,2017,7:00p,CHI,96,IND,98,13013
Wed,Dec,6,2017,10:30p,MIN,113,LAC,107,15951
Wed,Dec,6,2017,8:00p,DET,100,MIL,104,15841
Wed,Dec,6,2017,8:00p,DEN,114,NOP,123,15353
Wed,Dec,6,2017,7:30p,MEM,88,NYK,99,19812
Wed,Dec,6,2017,7:00p,ATL,106,ORL,110,16167
Wed,Dec,6,2017,8:30p,MIA,105,SAS,117,18252
Thu,Dec,7,2017,10:00p,OKC,95,BKN,100,20562
Thu,Dec,7,2017,8:00p,LAL,107,PHI,104,20495
Thu,Dec,7,2017,9:00p,WAS,109,PHX,99,15925
Thu,Dec,7,2017,10:30p,HOU,112,UTA,101,18306
Fri,Dec,8,2017,7:00p,CHI,119,CHA,111,14077
Fri,Dec,8,2017,7:00p,GSW,102,DET,98,20491
Fri,Dec,8,2017,7:00p,CLE,102,IND,106,17032
Fri,Dec,8,2017,8:00p,TOR,116,MEM,107,15417
Fri,Dec,8,2017,8:00p,DAL,102,MIL,109,15889
Fri,Dec,8,2017,8:00p,SAC,116,NOP,109,15019
Fri,Dec,8,2017,7:00p,DEN,103,ORL,89,16024
Fri,Dec,8,2017,9:30p,BOS,102,SAS,105,18418
Sat,Dec,9,2017,7:30p,ORL,110,ATL,117,12719
Sat,Dec,9,2017,6:00p,MIA,101,BKN,89,19777
Sat,Dec,9,2017,8:00p,NYK,102,CHI,104,20149
Sat,Dec,9,2017,7:00p,LAL,110,CHA,99,19320
Sat,Dec,9,2017,8:00p,PHI,98,CLE,105,20562
Sat,Dec,9,2017,3:30p,WAS,112,LAC,113,15739
Sat,Dec,9,2017,9:00p,OKC,102,MEM,101,17794
Sat,Dec,9,2017,8:30p,UTA,100,MIL,117,16675
Sat,Dec,9,2017,9:00p,SAS,104,PHX,101,16575
Sat,Dec,9,2017,10:00p,HOU,124,POR,117,19503
Sun,Dec,10,2017,4:00p,BOS,91,DET,81,18776
Sun,Dec,10,2017,5:00p,DEN,116,IND,126,14587
Sun,Dec,10,2017,7:00p,DAL,92,MIN,97,13094
Sun,Dec,10,2017,7:00p,PHI,124,NOP,131,16878
Sun,Dec,10,2017,7:30p,ATL,107,NYK,111,19189
Sun,Dec,10,2017,3:30p,TOR,102,SAC,87,17583
Mon,Dec,11,2017,8:00p,BOS,85,CHI,108,19617
Mon,Dec,11,2017,10:30p,POR,104,GSW,111,19596
Mon,Dec,11,2017,8:00p,NOP,123,HOU,130,18055
Mon,Dec,11,2017,10:30p,TOR,91,LAC,96,16658
Mon,Dec,11,2017,8:00p,MIA,107,MEM,82,14857
Mon,Dec,11,2017,8:00p,CHA,116,OKC,103,18203
Tue,Dec,12,2017,7:30p,WAS,98,BKN,103,14515
Tue,Dec,12,2017,7:00p,ATL,114,CLE,123,20562
Tue,Dec,12,2017,8:30p,SAS,89,DAL,95,19874
Tue,Dec,12,2017,7:00p,DEN,103,DET,84,15480
Tue,Dec,12,2017,9:30p,PHI,118,MIN,112,14659
Tue,Dec,12,2017,7:00p,LAL,109,NYK,113,19359
Tue,Dec,12,2017,10:00p,PHX,92,SAC,99,17583
Wed,Dec,13,2017,7:30p,DEN,118,BOS,124,18624
Wed,Dec,13,2017,8:00p,UTA,100,CHI,103,18102
Wed,Dec,13,2017,9:30p,CHA,96,HOU,108,16509
Wed,Dec,13,2017,7:00p,OKC,100,IND,95,17923
Wed,Dec,13,2017,7:30p,POR,102,MIA,95,19600
Wed,Dec,13,2017,8:00p,MIL,108,NOP,115,16863
Wed,Dec,13,2017,7:00p,LAC,106,ORL,95,16011
Wed,Dec,13,2017,9:00p,TOR,115,PHX,109,15517
Wed,Dec,13,2017,7:00p,MEM,87,WAS,93,15297
Thu,Dec,14,2017,7:30p,DET,105,ATL,91,13548
Thu,Dec,14,2017,7:30p,NYK,111,BKN,104,17732
Thu,Dec,14,2017,8:00p,LAL,112,CLE,121,20562
Thu,Dec,14,2017,10:30p,DAL,97,GSW,112,19596
Thu,Dec,14,2017,8:00p,SAC,96,MIN,119,11126
Fri,Dec,15,2017,7:30p,UTA,107,BOS,95,18624
Fri,Dec,15,2017,7:00p,MIA,104,CHA,98,15565
Fri,Dec,15,2017,9:00p,NOP,111,DEN,117,17584
