Day,Month,DayNumber,Year,StartTime,Visitor,VisitorPoints,Home,HomePoints,,,AttendeeNumber,Notes
Tue,Dec,5,2017,8:00p,UTA,94,OKC,100,Box Score,,18203,
Tue,Dec,5,2017,10:00p,WAS,106,POR,92,Box Score,,19241,
Tue,Dec,5,2017,7:30p,PHX,113,TOR,126,Box Score,,19800,
Wed,Dec,6,2017,7:30p,DAL,90,BOS,97,Box Score,,18624,
Wed,Dec,6,2017,8:00p,GSW,101,CHA,87,Box Score,,19334,
Wed,Dec,6,2017,7:00p,SAC,95,CLE,101,Box Score,,20562,
Wed,Dec,6,2017,7:00p,CHI,96,IND,98,Box Score,,13013,
Wed,Dec,6,2017,10:30p,MIN,113,LAC,107,Box Score,,15951,
Wed,Dec,6,2017,8:00p,DET,100,MIL,104,Box Score,,15841,
Wed,Dec,6,2017,8:00p,DEN,114,NOP,123,Box Score,,15353,
Wed,Dec,6,2017,7:30p,MEM,88,NYK,99,Box Score,,19812,
Wed,Dec,6,2017,7:00p,ATL,106,ORL,110,Box Score,OT,16167,
Wed,Dec,6,2017,8:30p,MIA,105,SAS,117,Box Score,,18252,
Thu,Dec,7,2017,10:00p,OKC,95,BKN,100,Box Score,,20562,at Mexico City Mexico
Thu,Dec,7,2017,8:00p,LAL,107,PHI,104,Box Score,,20495,
Thu,Dec,7,2017,9:00p,WAS,109,PHX,99,Box Score,,15925,
Thu,Dec,7,2017,10:30p,HOU,112,UTA,101,Box Score,,18306,
Fri,Dec,8,2017,7:00p,CHI,119,CHA,111,Box Score,OT,14077,
Fri,Dec,8,2017,7:00p,GSW,102,DET,98,Box Score,,20491,
Fri,Dec,8,2017,7:00p,CLE,102,IND,106,Box Score,,17032,
Fri,Dec,8,2017,8:00p,TOR,116,MEM,107,Box Score,,15417,
Fri,Dec,8,2017,8:00p,DAL,102,MIL,109,Box Score,,15889,
Fri,Dec,8,2017,8:00p,SAC,116,NOP,109,Box Score,OT,15019,
Fri,Dec,8,2017,7:00p,DEN,103,ORL,89,Box Score,,16024,
Fri,Dec,8,2017,9:30p,BOS,102,SAS,105,Box Score,,18418,
Sat,Dec,9,2017,7:30p,ORL,110,ATL,117,Box Score,,12719,
Sat,Dec,9,2017,6:00p,MIA,101,BKN,89,Box Score,,19777,at Mexico City Mexico
Sat,Dec,9,2017,8:00p,NYK,102,CHI,104,Box Score,,20149,
Sat,Dec,9,2017,7:00p,LAL,110,CHA,99,Box Score,,19320,
Sat,Dec,9,2017,8:00p,PHI,98,CLE,105,Box Score,,20562,
Sat,Dec,9,2017,3:30p,WAS,112,LAC,113,Box Score,,15739,
Sat,Dec,9,2017,9:00p,OKC,102,MEM,101,Box Score,OT,17794,
Sat,Dec,9,2017,8:30p,UTA,100,MIL,117,Box Score,,16675,
Sat,Dec,9,2017,9:00p,SAS,104,PHX,101,Box Score,,16575,
Sat,Dec,9,2017,10:00p,HOU,124,POR,117,Box Score,,19503,
Sun,Dec,10,2017,4:00p,BOS,91,DET,81,Box Score,,18776,
Sun,Dec,10,2017,5:00p,DEN,116,IND,126,Box Score,OT,14587,
Sun,Dec,10,2017,7:00p,DAL,92,MIN,97,Box Score,,13094,
Sun,Dec,10,2017,7:00p,PHI,124,NOP,131,Box Score,,16878,
Sun,Dec,10,2017,7:30p,ATL,107,NYK,111,Box Score,,19189,
Sun,Dec,10,2017,3:30p,TOR,102,SAC,87,Box Score,,17583,
Mon,Dec,11,2017,8:00p,BOS,85,CHI,108,Box Score,,19617,
Mon,Dec,11,2017,10:30p,POR,104,GSW,111,Box Score,,19596,
Mon,Dec,11,2017,8:00p,NOP,123,HOU,130,Box Score,,18055,
Mon,Dec,11,2017,10:30p,TOR,91,LAC,96,Box Score,,16658,
Mon,Dec,11,2017,8:00p,MIA,107,MEM,82,Box Score,,14857,
Mon,Dec,11,2017,8:00p,CHA,116,OKC,103,Box Score,,18203,
Tue,Dec,12,2017,7:30p,WAS,98,BKN,103,Box Score,,14515,
Tue,Dec,12,2017,7:00p,ATL,114,CLE,123,Box Score,,20562,
Tue,Dec,12,2017,8:30p,SAS,89,DAL,95,Box Score,,19874,
Tue,Dec,12,2017,7:00p,DEN,103,DET,84,Box Score,,15480,
Tue,Dec,12,2017,9:30p,PHI,118,MIN,112,Box Score,OT,14659,
Tue,Dec,12,2017,7:00p,LAL,109,NYK,113,Box Score,OT,19359,
Tue,Dec,12,2017,10:00p,PHX,92,SAC,99,Box Score,,17583,
Wed,Dec,13,2017,7:30p,DEN,118,BOS,124,Box Score,,18624,
Wed,Dec,13,2017,8:00p,UTA,100,CHI,103,Box Score,,18102,
Wed,Dec,13,2017,9:30p,CHA,96,HOU,108,Box Score,,16509,
Wed,Dec,13,2017,7:00p,OKC,100,IND,95,Box Score,,17923,
Wed,Dec,13,2017,7:30p,POR,102,MIA,95,Box Score,,19600,
Wed,Dec,13,2017,8:00p,MIL,108,NOP,115,Box Score,,16863,
Wed,Dec,13,2017,7:00p,LAC,106,ORL,95,Box Score,,16011,
Wed,Dec,13,2017,9:00p,TOR,115,PHX,109,Box Score,,15517,
Wed,Dec,13,2017,7:00p,MEM,87,WAS,93,Box Score,,15297,
Thu,Dec,14,2017,7:30p,DET,105,ATL,91,Box Score,,13548,
Thu,Dec,14,2017,7:30p,NYK,111,BKN,104,Box Score,,17732,
Thu,Dec,14,2017,8:00p,LAL,112,CLE,121,Box Score,,20562,
Thu,Dec,14,2017,10:30p,DAL,97,GSW,112,Box Score,,19596,
Thu,Dec,14,2017,8:00p,SAC,96,MIN,119,Box Score,,11126,
Fri,Dec,15,2017,7:30p,UTA,107,BOS,95,Box Score,,18624,
Fri,Dec,15,2017,7:00p,MIA,104,CHA,98,Box Score,,15565,
Fri,Dec,15,2017,9:00p,NOP,111,DEN,117,Box Score,OT,17584,
Fri,Dec,15,2017,9:30p,SAS,109,HOU,124,Box Score,,18055,
Fri,Dec,15,2017,7:00p,DET,104,IND,98,Box Score,,14687,
Fri,Dec,15,2017,8:00p,ATL,94,MEM,96,Box Score,,15803,
Fri,Dec,15,2017,8:00p,CHI,115,MIL,109,Box Score,,16921,
Fri,Dec,15,2017,7:00p,POR,95,ORL,88,Box Score,,16963,
Fri,Dec,15,2017,7:00p,OKC,119,PHI,117,Box Score,3OT,20612,
Fri,Dec,15,2017,7:30p,BKN,87,TOR,120,Box Score,,19800,
Fri,Dec,15,2017,7:00p,LAC,91,WAS,100,Box Score,,15442,
Sat,Dec,16,2017,7:00p,POR,93,CHA,91,Box Score,,16687,
Sat,Dec,16,2017,7:30p,UTA,100,CLE,109,Box Score,,20562,
Sat,Dec,16,2017,8:00p,MIL,111,HOU,115,Box Score,,18055,
Sat,Dec,16,2017,9:00p,BOS,102,MEM,93,Box Score,,17794,
Sat,Dec,16,2017,8:00p,LAC,85,MIA,90,Box Score,,19600,
Sat,Dec,16,2017,8:00p,PHX,108,MIN,106,Box Score,,18109,
Sat,Dec,16,2017,7:30p,OKC,96,NYK,111,Box Score,,19812,
Sat,Dec,16,2017,8:30p,DAL,96,SAS,98,Box Score,,18418,
Sun,Dec,17,2017,6:00p,IND,109,BKN,97,Box Score,,13934,
Sun,Dec,17,2017,4:00p,ORL,110,DET,114,Box Score,,16312,
Sun,Dec,17,2017,3:30p,SAC,93,TOR,108,Box Score,,19800,
Sun,Dec,17,2017,6:00p,CLE,106,WAS,99,Box Score,,20356,
Mon,Dec,18,2017,7:30p,MIA,104,ATL,110,Box Score,,14227,
Mon,Dec,18,2017,8:00p,PHI,115,CHI,117,Box Score,,20796,
Mon,Dec,18,2017,7:00p,NYK,91,CHA,109,Box Score,,15386,
Mon,Dec,18,2017,8:30p,PHX,97,DAL,91,Box Score,,19245,
Mon,Dec,18,2017,8:00p,UTA,99,HOU,120,Box Score,,18055,
Mon,Dec,18,2017,7:00p,BOS,112,IND,111,Box Score,,16055,
Mon,Dec,18,2017,10:30p,GSW,116,LAL,114,Box Score,OT,18997,
Mon,Dec,18,2017,8:00p,POR,107,MIN,108,Box Score,,14187,
Mon,Dec,18,2017,8:00p,DEN,94,OKC,95,Box Score,,18203,
Mon,Dec,18,2017,8:30p,LAC,91,SAS,109,Box Score,,18418,
Tue,Dec,19,2017,8:00p,CLE,116,MIL,119,Box Score,,18717,
Tue,Dec,19,2017,7:00p,SAC,101,PHI,95,Box Score,,20558,
Tue,Dec,19,2017,7:00p,NOP,106,WAS,116,Box Score,,16529,
Wed,Dec,20,2017,7:30p,IND,105,ATL,95,Box Score,,14830,
Wed,Dec,20,2017,7:30p,MIA,90,BOS,89,Box Score,,18624,
Wed,Dec,20,2017,7:30p,SAC,104,BKN,99,Box Score,,13179,
Wed,Dec,20,2017,8:00p,ORL,94,CHI,112,Box Score,,20285,
Wed,Dec,20,2017,7:00p,TOR,129,CHA,111,Box Score,,15023,
Wed,Dec,20,2017,8:30p,DET,93,DAL,110,Box Score,,19580,
Wed,Dec,20,2017,9:00p,MIN,112,DEN,104,Box Score,,17002,
Wed,Dec,20,2017,10:30p,MEM,84,GSW,97,Box Score,,19596,
Wed,Dec,20,2017,8:00p,LAL,122,HOU,116,Box Score,,18055,
Wed,Dec,20,2017,10:30p,PHX,95,LAC,108,Box Score,,17151,
Wed,Dec,20,2017,8:00p,UTA,79,OKC,107,Box Score,,18203,
Wed,Dec,20,2017,10:00p,SAS,93,POR,91,Box Score,,19393,
Thu,Dec,21,2017,7:00p,CHI,112,CLE,115,Box Score,,20562,
Thu,Dec,21,2017,8:00p,BOS,93,NYK,102,Box Score,,19812,
Thu,Dec,21,2017,7:00p,TOR,114,PHI,109,Box Score,,20680,
Thu,Dec,21,2017,9:00p,MEM,95,PHX,97,Box Score,,16339,
Thu,Dec,21,2017,10:30p,SAS,89,UTA,100,Box Score,,18306,
Fri,Dec,22,2017,7:30p,WAS,84,BKN,119,Box Score,,15589,
Fri,Dec,22,2017,7:00p,NYK,101,DET,104,Box Score,,16922,
Fri,Dec,22,2017,10:30p,LAL,106,GSW,113,Box Score,,19596,
Fri,Dec,22,2017,8:00p,LAC,128,HOU,118,Box Score,,18055,
Fri,Dec,22,2017,8:00p,DAL,101,MIA,113,Box Score,,19600,
Fri,Dec,22,2017,8:00p,CHA,104,MIL,109,Box Score,,17018,
Fri,Dec,22,2017,8:00p,ATL,117,OKC,120,Box Score,,18203,
Fri,Dec,22,2017,7:00p,NOP,111,ORL,97,Box Score,,18846,
Fri,Dec,22,2017,10:00p,DEN,102,POR,85,Box Score,,19473,
Sat,Dec,23,2017,7:30p,DAL,107,ATL,112,Box Score,,13402,
Sat,Dec,23,2017,7:30p,CHI,92,BOS,117,Box Score,,18624,
Sat,Dec,23,2017,7:00p,MIL,106,CHA,111,Box Score,,18363,
Sat,Dec,23,2017,8:30p,DEN,96,GSW,81,Box Score,,19596,
Sat,Dec,23,2017,7:00p,BKN,119,IND,123,Box Score,OT,17107,
Sat,Dec,23,2017,9:30p,POR,95,LAL,92,Box Score,,18997,
Sat,Dec,23,2017,8:00p,LAC,112,MEM,115,Box Score,,16844,
Sat,Dec,23,2017,8:00p,NOP,109,MIA,94,Box Score,,19600,
Sat,Dec,23,2017,9:00p,MIN,115,PHX,106,Box Score,,16482,
Sat,Dec,23,2017,10:00p,SAS,108,SAC,99,Box Score,,17583,
Sat,Dec,23,2017,5:00p,PHI,86,TOR,102,Box Score,,19800,
Sat,Dec,23,2017,8:00p,OKC,103,UTA,89,Box Score,,18306,
Sat,Dec,23,2017,7:00p,ORL,103,WAS,130,Box Score,,17218,
Mon,Dec,25,2017,5:30p,WAS,111,BOS,103,Box Score,,18624,
Mon,Dec,25,2017,3:00p,CLE,92,GSW,99,Box Score,,19596,
Mon,Dec,25,2017,10:30p,MIN,121,LAL,104,Box Score,,18997,
Mon,Dec,25,2017,12:00p,PHI,105,NYK,98,Box Score,,19812,
Mon,Dec,25,2017,8:00p,HOU,107,OKC,112,Box Score,,18203,
Tue,Dec,26,2017,7:00p,TOR,93,DAL,98,Box Score,,20005,
Tue,Dec,26,2017,9:00p,UTA,83,DEN,107,Box Score,,17104,
Tue,Dec,26,2017,7:00p,IND,83,DET,107,Box Score,,20491,
Tue,Dec,26,2017,10:30p,SAC,95,LAC,122,Box Score,,16393,
Tue,Dec,26,2017,7:30p,ORL,89,MIA,107,Box Score,,19600,
Tue,Dec,26,2017,8:00p,CHI,115,MIL,106,Box Score,,18717,
Tue,Dec,26,2017,9:00p,MEM,97,PHX,99,Box Score,,17105,
Tue,Dec,26,2017,8:30p,BKN,97,SAS,109,Box Score,,18492,
Wed,Dec,27,2017,7:30p,WAS,99,ATL,113,Box Score,,15763,
Wed,Dec,27,2017,8:00p,NYK,87,CHI,92,Box Score,,21883,
Wed,Dec,27,2017,7:00p,BOS,102,CHA,91,Box Score,,19611,
Wed,Dec,27,2017,10:30p,UTA,101,GSW,126,Box Score,,19596,
Wed,Dec,27,2017,7:00p,DAL,98,IND,94,Box Score,,17923,
Wed,Dec,27,2017,10:30p,MEM,109,LAL,99,Box Score,,18997,
Wed,Dec,27,2017,8:00p,DEN,125,MIN,128,Box Score,OT,18978,
Wed,Dec,27,2017,8:00p,BKN,113,NOP,128,Box Score,,16707,
Wed,Dec,27,2017,8:00p,TOR,107,OKC,124,Box Score,,18203,
Wed,Dec,27,2017,10:00p,CLE,95,SAC,109,Box Score,,17583,
Thu,Dec,28,2017,8:00p,HOU,98,BOS,99,Box Score,,18624,
Thu,Dec,28,2017,8:00p,MIN,96,MIL,102,Box Score,,18717,
Thu,Dec,28,2017,7:00p,DET,89,ORL,102,Box Score,,18846,
Thu,Dec,28,2017,10:30p,PHI,110,POR,114,Box Score,,20104,
Thu,Dec,28,2017,8:30p,NYK,107,SAS,119,Box Score,,18935,
Fri,Dec,29,2017,8:00p,IND,107,CHI,119,Box Score,,21178,
Fri,Dec,29,2017,10:30p,CHA,111,GSW,100,Box Score,,19596,
Fri,Dec,29,2017,10:30p,LAC,121,LAL,106,Box Score,,18997,
Fri,Dec,29,2017,8:00p,BKN,111,MIA,87,Box Score,,19600,
Fri,Dec,29,2017,8:00p,DAL,128,NOP,120,Box Score,,16878,
Fri,Dec,29,2017,8:00p,MIL,97,OKC,95,Box Score,,18203,
Fri,Dec,29,2017,10:00p,PHX,111,SAC,101,Box Score,,17583,
Fri,Dec,29,2017,7:30p,ATL,98,TOR,111,Box Score,,19800,
Fri,Dec,29,2017,7:00p,HOU,103,WAS,121,Box Score,,20356,
Sat,Dec,30,2017,7:30p,POR,89,ATL,104,Box Score,,15877,
Sat,Dec,30,2017,9:00p,PHI,107,DEN,102,Box Score,,19599,
Sat,Dec,30,2017,7:00p,SAS,79,DET,93,Box Score,,19671,
Sat,Dec,30,2017,8:30p,MEM,128,GSW,141,Box Score,,19596,
Sat,Dec,30,2017,7:00p,NYK,105,NOP,103,Box Score,,16947,
Sat,Dec,30,2017,7:00p,MIA,117,ORL,111,Box Score,,18846,
Sat,Dec,30,2017,8:00p,CLE,101,UTA,104,Box Score,,18306,
Sun,Dec,31,2017,5:30p,BKN,105,BOS,108,Box Score,,18624,
Sun,Dec,31,2017,7:00p,LAL,142,HOU,148,Box Score,2OT,18179,
Sun,Dec,31,2017,5:00p,MIN,107,IND,90,Box Score,,17923,
Sun,Dec,31,2017,7:00p,CHA,98,LAC,106,Box Score,,17348,
Sun,Dec,31,2017,7:00p,DAL,116,OKC,113,Box Score,,18203,
Sun,Dec,31,2017,8:00p,PHI,123,PHX,110,Box Score,,16983,
Sun,Dec,31,2017,7:00p,MEM,114,SAC,96,Box Score,,17583,
Sun,Dec,31,2017,3:30p,CHI,110,WAS,114,Box Score,,20356,
Mon,Jan,1,2018,7:30p,ORL,95,BKN,98,Box Score,,16164,
Mon,Jan,1,2018,8:00p,POR,124,CHI,120,Box Score,OT,20860,
Mon,Jan,1,2018,8:00p,LAL,96,MIN,114,Box Score,,18978,
Mon,Jan,1,2018,7:30p,MIL,127,TOR,131,Box Score,OT,19800,
Tue,Jan,2,2018,7:00p,POR,110,CLE,127,Box Score,,20562,
Tue,Jan,2,2018,10:30p,MEM,105,LAC,113,Box Score,,15711,
Tue,Jan,2,2018,7:30p,SAS,100,NYK,91,Box Score,,19812,
Tue,Jan,2,2018,9:00p,ATL,103,PHX,104,Box Score,,15921,
Tue,Jan,2,2018,10:00p,CHA,131,SAC,111,Box Score,,17583,
Wed,Jan,3,2018,8:00p,CLE,88,BOS,102,Box Score,,18624,
Wed,Jan,3,2018,7:30p,MIN,97,BKN,98,Box Score,,16215,
Wed,Jan,3,2018,8:00p,TOR,124,CHI,115,Box Score,,20056,
Wed,Jan,3,2018,8:30p,GSW,125,DAL,122,Box Score,,20212,
Wed,Jan,3,2018,9:00p,PHX,111,DEN,134,Box Score,,14079,
Wed,Jan,3,2018,10:30p,OKC,133,LAL,96,Box Score,,18997,
Wed,Jan,3,2018,7:30p,DET,104,MIA,111,Box Score,,19600,
Wed,Jan,3,2018,8:00p,IND,101,MIL,122,Box Score,,15613,
Wed,Jan,3,2018,7:00p,HOU,116,ORL,98,Box Score,,18588,
Wed,Jan,3,2018,7:00p,SAS,106,PHI,112,Box Score,,20642,
Wed,Jan,3,2018,9:00p,NOP,108,UTA,98,Box Score,,18306,
Wed,Jan,3,2018,7:00p,NYK,103,WAS,121,Box Score,,17206,
Thu,Jan,4,2018,8:00p,GSW,124,HOU,114,Box Score,,18055,
Thu,Jan,4,2018,10:30p,OKC,127,LAC,117,Box Score,,19068,
Fri,Jan,5,2018,7:00p,MIN,84,BOS,91,Box Score,,18624,
Fri,Jan,5,2018,8:30p,CHI,127,DAL,124,Box Score,,20073,
Fri,Jan,5,2018,9:00p,UTA,91,DEN,99,Box Score,,15557,
Fri,Jan,5,2018,10:30p,CHA,108,LAL,94,Box Score,,18997,
Fri,Jan,5,2018,9:30p,WAS,102,MEM,100,Box Score,,16988,
Fri,Jan,5,2018,8:00p,NYK,103,MIA,107,Box Score,OT,19600,
Fri,Jan,5,2018,8:00p,TOR,129,MIL,110,Box Score,,18717,
Fri,Jan,5,2018,7:00p,DET,78,PHI,114,Box Score,,20592,
Fri,Jan,5,2018,10:00p,ATL,89,POR,110,Box Score,,19393,
Fri,Jan,5,2018,8:30p,PHX,89,SAS,103,Box Score,,18501,
Sat,Jan,6,2018,6:00p,BOS,87,BKN,85,Box Score,,17732,
Sat,Jan,6,2018,7:00p,HOU,101,DET,108,Box Score,,18046,
Sat,Jan,6,2018,7:00p,CHI,86,IND,125,Box Score,,17923,
Sat,Jan,6,2018,3:30p,GSW,121,LAC,105,Box Score,,19068,
Sat,Jan,6,2018,9:00p,NOP,98,MIN,116,Box Score,,18978,
Sat,Jan,6,2018,7:00p,CLE,131,ORL,127,Box Score,,18997,
Sat,Jan,6,2018,10:00p,DEN,98,SAC,106,Box Score,,17583,
Sat,Jan,6,2018,8:00p,MIL,110,WAS,103,Box Score,,18762,
Sun,Jan,7,2018,7:00p,NYK,100,DAL,96,Box Score,,20171,
Sun,Jan,7,2018,9:30p,ATL,113,LAL,132,Box Score,,18997,
Sun,Jan,7,2018,3:30p,UTA,102,MIA,103,Box Score,,19600,
Sun,Jan,7,2018,8:00p,OKC,100,PHX,114,Box Score,,18055,
Sun,Jan,7,2018,9:00p,SAS,110,POR,111,Box Score,,19393,
Mon,Jan,8,2018,7:30p,TOR,114,BKN,113,Box Score,OT,13681,
Mon,Jan,8,2018,8:00p,HOU,116,CHI,107,Box Score,,17462,
Mon,Jan,8,2018,10:30p,DEN,114,GSW,124,Box Score,,19596,
Mon,Jan,8,2018,7:00p,MIL,96,IND,109,Box Score,,14670,
Mon,Jan,8,2018,10:30p,ATL,107,LAC,108,Box Score,,14624,
Mon,Jan,8,2018,8:00p,CLE,99,MIN,127,Box Score,,18978,
Mon,Jan,8,2018,8:00p,DET,109,NOP,112,Box Score,,12874,
Mon,Jan,8,2018,10:00p,SAS,107,SAC,100,Box Score,,17583,
Tue,Jan,9,2018,8:30p,ORL,99,DAL,114,Box Score,,19306,
Tue,Jan,9,2018,10:30p,SAC,86,LAL,99,Box Score,,18997,
Tue,Jan,9,2018,8:00p,POR,117,OKC,106,Box Score,,18203,
Tue,Jan,9,2018,7:30p,MIA,90,TOR,89,Box Score,,19800,
Wed,Jan,10,2018,7:30p,DET,114,BKN,80,Box Score,,13457,
Wed,Jan,10,2018,7:00p,DAL,115,CHA,111,Box Score,,14462,
Wed,Jan,10,2018,9:00p,ATL,110,DEN,97,Box Score,,14182,
Wed,Jan,10,2018,10:30p,LAC,125,GSW,106,Box Score,,19596,
Wed,Jan,10,2018,8:00p,POR,112,HOU,121,Box Score,,18055,
Wed,Jan,10,2018,7:00p,MIA,114,IND,106,Box Score,,14540,
Wed,Jan,10,2018,8:00p,NOP,102,MEM,105,Box Score,,14312,
Wed,Jan,10,2018,8:00p,ORL,103,MIL,110,Box Score,,14543,
Wed,Jan,10,2018,8:00p,OKC,88,MIN,104,Box Score,,18978,
Wed,Jan,10,2018,7:30p,CHI,122,NYK,119,Box Score,2OT,19812,
Wed,Jan,10,2018,7:00p,UTA,107,WAS,104,Box Score,,15640,
Thu,Jan,11,2018,10:30p,SAS,81,LAL,93,Box Score,,18997,
Thu,Jan,11,2018,3:00p,BOS,114,PHI,103,Box Score,,19078,at London England
Thu,Jan,11,2018,10:00p,LAC,121,SAC,115,Box Score,,17583,
Thu,Jan,11,2018,8:00p,CLE,99,TOR,133,Box Score,,19923,
Fri,Jan,12,2018,7:30p,BKN,110,ATL,105,Box Score,,13093,
Fri,Jan,12,2018,7:00p,UTA,88,CHA,99,Box Score,,14848,
Fri,Jan,12,2018,9:00p,MEM,78,DEN,87,Box Score,,15607,
Fri,Jan,12,2018,7:00p,CLE,95,IND,97,Box Score,,17923,
Fri,Jan,12,2018,8:00p,GSW,108,MIL,94,Box Score,,18717,
Fri,Jan,12,2018,8:00p,NYK,108,MIN,118,Box Score,,18978,
Fri,Jan,12,2018,8:00p,POR,113,NOP,119,Box Score,,17003,
Fri,Jan,12,2018,10:30p,HOU,112,PHX,95,Box Score,,18055,
Fri,Jan,12,2018,7:00p,ORL,119,WAS,125,Box Score,,18171,
Sat,Jan,13,2018,8:00p,DET,105,CHI,107,Box Score,,21613,
Sat,Jan,13,2018,5:00p,OKC,101,CHA,91,Box Score,,19624,
Sat,Jan,13,2018,2:00p,LAL,107,DAL,101,Box Score,OT,20209,
Sat,Jan,13,2018,3:30p,SAC,105,LAC,126,Box Score,,16656,
Sat,Jan,13,2018,8:30p,DEN,80,SAS,112,Box Score,,18418,
Sat,Jan,13,2018,7:30p,GSW,127,TOR,125,Box Score,,20078,
Sat,Jan,13,2018,7:00p,BKN,113,WAS,119,Box Score,OT,18354,
Sun,Jan,14,2018,1:00p,MIL,79,MIA,97,Box Score,,19600,
Sun,Jan,14,2018,9:00p,POR,103,MIN,120,Box Score,,14739,
Sun,Jan,14,2018,3:30p,NOP,123,NYK,118,Box Score,OT,19812,
Sun,Jan,14,2018,8:00p,IND,120,PHX,97,Box Score,,17091,
Mon,Jan,15,2018,3:00p,SAS,99,ATL,102,Box Score,,15806,
Mon,Jan,15,2018,3:00p,NYK,119,BKN,104,Box Score,,17732,
Mon,Jan,15,2018,3:30p,MIA,111,CHI,119,Box Score,,20546,
Mon,Jan,15,2018,8:00p,GSW,118,CLE,108,Box Score,,20562,
Mon,Jan,15,2018,12:30p,CHA,118,DET,107,Box Score,,17200,
Mon,Jan,15,2018,10:30p,HOU,102,LAC,113,Box Score,,17622,
Mon,Jan,15,2018,5:30p,LAL,114,MEM,123,Box Score,,17794,
Mon,Jan,15,2018,8:00p,SAC,88,OKC,95,Box Score,,18203,
Mon,Jan,15,2018,1:00p,TOR,111,PHI,117,Box Score,,20637,
Mon,Jan,15,2018,9:00p,IND,109,UTA,94,Box Score,,18306,
Mon,Jan,15,2018,2:00p,MIL,104,WAS,95,Box Score,,19607,
Tue,Jan,16,2018,7:30p,NOP,116,BOS,113,Box Score,OT,18624,
Tue,Jan,16,2018,9:00p,DAL,102,DEN,105,Box Score,,14097,
Tue,Jan,16,2018,7:00p,MIN,102,ORL,108,Box Score,,18589,
Tue,Jan,16,2018,10:00p,PHX,111,POR,118,Box Score,,18604,
Wed,Jan,17,2018,7:30p,NOP,93,ATL,94,Box Score,,10894,
Wed,Jan,17,2018,7:30p,SAS,100,BKN,95,Box Score,,15425,
Wed,Jan,17,2018,8:00p,GSW,119,CHI,112,Box Score,,21372,
Wed,Jan,17,2018,7:00p,WAS,109,CHA,133,Box Score,,11528,
Wed,Jan,17,2018,10:30p,DEN,104,LAC,109,Box Score,,15043,
Wed,Jan,17,2018,8:00p,NYK,99,MEM,105,Box Score,,12885,
Wed,Jan,17,2018,8:00p,MIA,106,MIL,101,Box Score,,16695,
Wed,Jan,17,2018,8:00p,LAL,90,OKC,114,Box Score,,18203,
Wed,Jan,17,2018,10:00p,UTA,120,SAC,105,Box Score,,17583,
Wed,Jan,17,2018,7:30p,DET,91,TOR,96,Box Score,,19800,
Thu,Jan,18,2018,7:00p,PHI,89,BOS,80,Box Score,,18624,
Thu,Jan,18,2018,7:00p,ORL,103,CLE,104,Box Score,,20562,
Thu,Jan,18,2018,9:30p,MIN,98,HOU,116,Box Score,,18055,
Thu,Jan,18,2018,10:00p,IND,86,POR,100,Box Score,,19071,
Fri,Jan,19,2018,7:30p,MIA,95,BKN,101,Box Score,,17732,
Fri,Jan,19,2018,9:00p,PHX,108,DEN,100,Box Score,,15732,
Fri,Jan,19,2018,8:00p,WAS,122,DET,112,Box Score,,14744,
Fri,Jan,19,2018,10:30p,IND,86,LAL,99,Box Score,,18997,
Fri,Jan,19,2018,8:00p,SAC,88,MEM,106,Box Score,,16831,
Fri,Jan,19,2018,7:00p,SAS,83,TOR,86,Box Score,,19800,
Fri,Jan,19,2018,10:30p,NYK,117,UTA,115,Box Score,,18306,
Sat,Jan,20,2018,5:00p,CHI,113,ATL,97,Box Score,,15597,
Sat,Jan,20,2018,7:00p,MIA,106,CHA,105,Box Score,,18687,
Sat,Jan,20,2018,3:30p,OKC,148,CLE,124,Box Score,,20562,
Sat,Jan,20,2018,8:30p,GSW,108,HOU,116,Box Score,,18055,
Sat,Jan,20,2018,9:00p,TOR,109,MIN,115,Box Score,,17828,
Sat,Jan,20,2018,7:00p,MEM,104,NOP,111,Box Score,,18212,
Sat,Jan,20,2018,7:30p,MIL,94,PHI,116,Box Score,,20826,
Sat,Jan,20,2018,10:00p,DAL,108,POR,117,Box Score,,19464,
Sat,Jan,20,2018,9:00p,LAC,113,UTA,125,Box Score,,18306,
Sun,Jan,21,2018,1:00p,ORL,103,BOS,95,Box Score,,18624,
Sun,Jan,21,2018,4:00p,BKN,101,DET,100,Box Score,,17554,
Sun,Jan,21,2018,3:30p,NYK,107,LAL,127,Box Score,,18997,
Sun,Jan,21,2018,7:00p,IND,94,SAS,86,Box Score,,18418,
Mon,Jan,22,2018,7:30p,UTA,90,ATL,104,Box Score,,11096,
Mon,Jan,22,2018,7:00p,SAC,107,CHA,112,Box Score,,11806,
Mon,Jan,22,2018,8:30p,WAS,75,DAL,98,Box Score,,19328,
Mon,Jan,22,2018,9:00p,POR,101,DEN,104,Box Score,,14474,
Mon,Jan,22,2018,8:00p,MIA,90,HOU,99,Box Score,,18055,
Mon,Jan,22,2018,10:30p,MIN,126,LAC,118,Box Score,,16347,
Mon,Jan,22,2018,8:00p,PHI,101,MEM,105,Box Score,,14288,
Mon,Jan,22,2018,8:00p,PHX,105,MIL,109,Box Score,,14766,
Mon,Jan,22,2018,8:00p,CHI,128,NOP,132,Box Score,2OT,17101,
Tue,Jan,23,2018,10:30p,NYK,112,GSW,123,Box Score,,19596,
Tue,Jan,23,2018,10:30p,BOS,107,LAL,108,Box Score,,18997,
